INCIDENT_ID,DATE,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,MULTIPLE_OFFENSE
CR_162042,21-May-13,0,5,5,3,5,2,7,1,2,1,303,1,72,142,34,1
CR_66233,25-Mar-00,0,4,4,6,5,2,7,1,6,1,249,1,2,29,34,1
CR_152386,15-Jun-11,0,35,30,3,5,3,5,1,6,1,0,1,59,29,34,1
CR_56212,20-Jun-98,1,47,48,7,3,12,16,1,2,1,249,1,59,142,34,1
CR_108306,20-Feb-05,0,24,24,0,0,6,4,1,6,1,249,0,92,107,34,1
CR_150649,2-Jun-11,0,21,23,4,1,2,7,1,2,1,249,1,2,62,34,1
CR_69194,23-Apr-00,0,33,32,2,1,7,1,1,6,1,249,1,103,25,34,1
CR_31117,22-Dec-95,0,40,40,2,1,1,0,1,2,1,174,1,113,142,34,1
CR_114658,28-Mar-06,0,21,23,4,1,5,6,0,5,1,303,0,10,142,18,1
CR_93157,16-Jul-03,0,24,24,0,0,8,3,1,6,1,249,1,113,29,34,1
CR_114219,2-May-06,7,16,15,0,0,9,8,0,5,1,174,0,112,29,43,1
CR_142018,6-Sep-10,0,4,4,6,5,5,6,0,5,1,174,1,103,29,34,1
CR_11886,27-Oct-93,0,6,6,4,1,7,1,1,5,1,249,1,103,93,34,1
CR_101920,30-Apr-04,0,33,32,2,1,6,4,0,5,1,174,0,92,93,50,1
CR_17153,2-Mar-93,0,40,40,2,1,1,0,1,5,4,249,4,103,29,34,1
CR_151319,5-Jul-11,0,25,25,9,0,5,6,1,6,3,316,3,42,29,34,1
CR_185006,6-Jan-17,0,4,4,6,5,1,0,1,2,1,0,1,67,80,34,1
CR_97792,15-May-04,0,4,4,6,5,1,0,1,6,1,249,1,103,80,34,1
CR_191116,7-Mar-17,1,49,49,6,5,15,10,0,5,1,249,1,110,80,34,1
CR_65415,8-Apr-00,0,4,4,6,5,1,0,0,5,1,174,0,112,29,23,1
CR_153412,25-Sep-11,1,42,42,7,3,11,17,1,2,1,316,1,103,107,34,1
CR_69553,15-Feb-00,0,33,32,2,1,6,4,0,5,1,174,0,112,93,43,1
CR_154206,22-Mar-11,0,49,49,6,5,6,4,1,6,1,249,1,48,87,34,1
CR_168062,7-Sep-14,0,6,6,4,1,5,6,0,5,1,249,1,103,87,34,1
CR_52004,28-Aug-98,0,21,23,4,1,6,4,1,6,1,249,1,116,29,34,1
CR_168084,3-Oct-14,0,6,6,4,1,4,2,0,5,1,249,1,72,93,34,1
CR_195546,12-Nov-18,0,33,32,2,1,7,1,0,5,1,249,1,110,29,34,1
CR_100070,28-Jan-04,5,21,23,4,1,17,11,1,5,1,174,0,18,138,46,1
CR_12976,23-Oct-93,0,16,15,0,0,1,0,3,2,1,0,1,72,142,34,1
CR_182701,6-May-16,5,36,34,2,1,18,13,1,5,1,174,0,103,80,43,1
CR_186802,18-Mar-17,1,19,19,1,3,16,12,1,6,1,323,2,103,79,34,1
CR_115529,5-May-06,0,24,24,0,0,5,6,1,2,1,249,1,24,142,34,1
CR_174213,15-Apr-15,7,19,19,1,3,9,8,1,6,1,249,1,110,29,34,1
CR_147432,7-Oct-10,0,45,45,10,3,2,7,4,3,1,303,1,98,62,34,1
CR_7990,13-Oct-92,0,33,32,2,1,7,1,0,5,1,174,0,112,93,48,1
CR_138526,5-Dec-09,0,26,27,9,0,3,5,2,2,1,316,1,54,142,34,1
CR_88675,27-May-02,0,45,45,10,3,9,8,1,6,2,114,1,34,6,9,0
CR_193419,22-Jan-18,0,9,10,7,3,3,5,1,5,1,174,,103,142,43,1
CR_112803,26-Dec-06,0,4,4,6,5,5,6,0,5,1,174,0,59,93,23,1
CR_14114,23-May-93,0,24,24,0,0,8,3,1,6,1,249,1,103,29,34,1
CR_196051,29-Oct-18,0,34,33,3,5,2,7,0,5,1,328,1,103,129,34,1
CR_59237,5-Aug-99,0,9,10,7,3,8,3,1,2,1,316,1,87,142,34,1
CR_110936,31-Jan-05,7,44,44,1,3,9,8,1,2,1,316,0,112,142,34,1
CR_74197,16-Apr-01,0,4,4,6,5,3,5,1,2,1,174,0,103,119,0,1
CR_12517,24-Feb-93,0,16,15,0,0,8,3,1,6,2,0,2,92,29,34,1
CR_44497,8-Dec-97,1,22,22,7,3,15,10,0,5,1,174,0,112,29,23,1
CR_105781,9-Oct-05,0,4,4,6,5,3,5,0,5,1,0,1,72,29,34,1
CR_33736,12-Sep-96,1,4,4,6,5,15,10,0,5,1,249,1,103,0,34,1
CR_98027,23-Feb-04,1,4,4,6,5,15,10,0,5,2,174,2,103,29,34,1
CR_66522,29-Sep-00,0,4,4,6,5,4,2,2,6,1,0,1,72,80,34,1
CR_48310,8-Sep-97,1,45,45,10,3,16,12,1,6,1,249,1,103,80,34,1
CR_80610,8-Oct-01,0,41,41,4,1,4,2,1,6,1,316,1,112,29,34,1
CR_28070,10-Oct-95,1,24,24,0,0,11,17,1,2,1,316,1,87,142,34,1
CR_102035,24-Jan-04,0,33,32,2,1,5,6,0,5,1,174,0,18,133,46,1
CR_34689,5-May-96,7,6,6,4,1,9,8,0,5,1,174,1,103,142,34,1
CR_107788,4-Jan-05,1,22,22,7,3,15,10,0,5,1,174,1,103,29,34,1
CR_191570,29-Nov-17,0,49,49,6,5,2,7,0,5,1,174,0,109,119,0,1
CR_34715,19-Oct-96,1,8,7,7,3,15,10,0,5,1,174,0,18,29,46,1
CR_20627,20-Sep-94,0,24,24,0,0,7,1,0,5,1,174,1,18,138,34,1
CR_17605,21-Aug-93,0,45,45,10,3,7,1,0,5,1,174,0,103,29,43,1
CR_157891,3-Sep-12,0,31,36,9,0,5,6,2,0,1,303,1,89,142,34,1
CR_139579,23-Sep-09,0,36,34,2,1,1,0,0,5,1,174,1,92,93,36,0
CR_54854,20-Dec-98,0,36,34,2,1,1,0,0,5,1,249,1,92,62,34,1
CR_49492,12-Jun-98,0,4,4,6,5,1,0,1,6,1,316,1,34,130,34,1
CR_160405,30-Jun-12,0,47,48,7,3,8,3,0,5,1,174,0,72,29,46,1
CR_127767,11-Oct-08,0,4,4,6,5,1,0,3,2,1,0,1,72,80,34,1
CR_70104,10-Aug-00,0,36,34,2,1,1,0,5,5,1,249,1,92,93,34,1
CR_77541,5-Apr-01,1,24,24,0,0,11,17,1,5,2,174,0,103,29,34,1
CR_66174,15-Mar-00,0,4,4,6,5,2,7,1,5,1,249,1,103,29,34,1
CR_9891,3-May-92,0,39,39,6,5,3,5,1,6,1,316,1,72,103,34,1
CR_157275,2-Mar-12,1,24,24,0,0,15,10,1,6,1,316,1,111,80,34,1
CR_105043,18-Jun-05,1,4,4,6,5,15,10,1,6,1,0,1,87,14,34,1
CR_82025,23-Jun-01,1,50,51,0,0,13,18,1,6,1,174,1,72,29,34,1
CR_114447,3-Aug-06,0,18,18,9,0,8,3,2,3,2,249,2,103,142,34,1
CR_197600,9-May-18,0,45,45,10,3,7,1,1,6,1,174,1,103,138,34,1
CR_108449,5-Apr-05,0,24,24,0,0,7,1,3,3,3,316,0,103,29,34,1
CR_8722,12-Jun-92,0,36,34,2,1,1,0,1,2,1,0,1,92,142,34,1
CR_128878,13-Jun-08,0,5,5,3,5,2,7,0,5,2,325,2,103,93,34,1
CR_111569,27-Sep-05,0,47,48,7,3,4,2,2,6,1,316,1,112,138,34,1
CR_145629,22-Mar-10,0,33,32,2,1,5,6,0,5,1,174,0,112,93,43,1
CR_32791,22-Jan-96,0,4,4,6,5,1,0,0,5,1,249,1,92,29,34,1
CR_77371,20-Oct-01,0,24,24,0,0,6,4,1,5,1,249,0,103,87,34,1
CR_80631,2-Jan-01,1,42,42,7,3,15,10,1,6,1,316,0,72,29,34,1
CR_169975,5-Jun-14,0,33,32,2,1,6,4,0,5,1,174,0,112,29,43,1
CR_12025,8-Dec-93,1,9,10,7,3,15,10,0,5,1,174,1,103,29,34,1
CR_131182,6-Sep-08,0,26,27,9,0,3,5,1,6,2,316,2,109,29,34,1
CR_70056,19-Apr-00,0,36,34,2,1,1,0,0,5,1,174,0,103,130,43,1
CR_88607,15-Dec-02,0,45,45,10,3,6,4,1,6,1,174,1,103,62,34,1
CR_183269,6-Dec-16,0,39,39,6,5,8,3,0,5,1,174,1,24,93,34,1
CR_77047,21-Jun-01,0,22,22,7,3,6,4,1,2,2,316,2,98,142,34,1
CR_83314,4-Aug-02,0,4,4,6,5,3,5,2,6,1,303,1,72,62,34,1
CR_108951,25-Feb-05,0,30,35,7,3,5,6,6,6,1,0,1,72,107,34,1
CR_67361,13-Jun-00,0,16,15,0,0,1,0,3,2,1,0,1,109,80,34,1
CR_160850,17-Mar-12,0,51,50,7,3,6,4,1,6,1,316,1,72,87,34,1
CR_86364,5-Feb-02,1,26,27,9,0,15,10,0,5,1,249,1,109,29,34,1
CR_114976,5-Sep-06,1,22,22,7,3,15,10,0,5,1,174,1,92,29,34,1
CR_196749,29-Apr-18,0,37,37,0,0,6,4,1,6,1,174,1,72,142,34,1
CR_158543,11-Oct-12,0,35,30,3,5,4,2,1,2,1,316,1,72,103,34,1
CR_132604,10-Nov-08,0,36,34,2,1,1,0,0,5,1,174,0,92,29,43,1
CR_173744,13-Jun-15,0,7,8,7,3,2,7,4,2,1,303,1,72,62,34,1
CR_120318,12-Aug-07,0,4,4,6,5,1,0,1,6,1,174,1,72,29,34,1
CR_64128,20-Oct-99,1,49,49,6,5,15,10,1,2,2,249,2,98,142,34,1
CR_59986,13-Sep-99,0,21,23,4,1,6,4,0,5,2,174,2,98,93,34,1
CR_117598,29-Jun-06,1,36,34,2,1,15,10,1,6,2,174,0,92,29,43,1
CR_179269,31-Mar-16,0,4,4,6,5,5,6,0,5,3,249,3,103,119,34,1
CR_192309,27-Oct-18,0,4,4,6,5,1,0,1,1,1,316,1,72,29,34,1
CR_68081,19-Jul-00,0,21,23,4,1,2,7,0,5,1,316,1,103,29,34,1
CR_22696,23-Jul-94,0,37,37,0,0,4,2,3,2,1,249,1,103,142,34,1
CR_3060,31-Oct-91,0,36,34,2,1,8,3,1,6,1,174,0,92,93,43,1
CR_190814,6-Jul-17,0,46,46,3,5,5,6,0,5,2,128,0,18,133,46,0
CR_6066,2-Jun-92,0,21,23,4,1,7,1,4,6,6,249,6,112,29,34,1
CR_111039,22-Oct-05,0,45,45,10,3,5,6,0,5,1,174,1,103,29,34,1
CR_51473,7-Nov-98,0,16,15,0,0,7,1,1,5,1,174,1,92,136,34,1
CR_152501,14-Oct-11,1,36,34,2,1,15,10,0,5,1,174,0,92,93,43,1
CR_100131,18-Oct-04,1,22,22,7,3,15,10,0,5,1,174,0,112,29,23,1
CR_143640,22-Apr-10,0,17,16,0,0,5,6,1,6,1,249,1,103,93,34,1
CR_186099,28-Aug-17,0,7,8,7,3,2,7,1,2,1,0,1,72,142,34,1
CR_13081,23-Jun-93,0,16,15,0,0,1,0,0,5,1,102,1,103,29,34,1
CR_82779,28-Mar-02,0,4,4,6,5,1,0,1,6,1,249,1,67,29,34,1
CR_144445,23-Feb-10,0,24,24,0,0,9,8,0,5,1,174,0,59,142,23,1
CR_5585,1-Jun-92,0,15,14,3,5,4,2,1,6,1,249,1,54,29,34,1
CR_106534,2-Sep-05,0,7,8,7,3,2,7,1,5,1,0,1,72,62,34,1
CR_136419,19-Apr-09,0,5,5,3,5,7,1,4,6,5,205,5,72,80,34,0
CR_71116,25-Jun-00,0,41,41,4,1,6,4,0,5,1,174,1,103,62,34,1
CR_68071,16-Jun-00,0,21,23,4,1,2,7,0,5,1,249,1,116,62,34,1
CR_74904,31-Aug-01,0,4,4,6,5,2,7,2,6,1,316,1,72,29,34,1
CR_34666,7-Mar-96,0,6,6,4,1,5,6,1,6,2,263,2,72,29,34,0
CR_125660,9-Sep-07,7,40,40,2,1,9,8,0,5,1,174,0,112,29,43,1
CR_165208,8-Jun-13,1,36,34,2,1,15,10,1,5,1,174,0,92,29,0,1
CR_49878,14-Jul-98,0,4,4,6,5,4,2,2,6,1,249,1,103,29,34,1
CR_57151,17-Jan-99,0,4,4,6,5,1,0,0,5,1,249,1,103,14,34,1
CR_164080,29-Jan-13,7,30,35,7,3,9,8,0,5,1,174,0,59,29,23,1
CR_176863,26-Mar-15,0,37,37,0,0,2,7,1,6,1,249,1,72,29,34,1
CR_4613,7-Dec-92,0,3,2,3,5,2,7,0,5,2,179,1,112,93,9,0
CR_188386,10-Jun-17,0,26,27,9,0,3,5,1,6,2,0,2,109,29,34,1
CR_46627,26-Jan-97,0,36,34,2,1,1,0,1,5,1,0,1,92,62,34,1
CR_125535,25-Mar-07,0,39,39,6,5,4,2,4,6,4,263,4,103,29,34,0
CR_133147,18-Sep-08,0,37,37,0,0,4,2,2,2,2,249,2,112,130,34,1
CR_105000,4-Jan-05,0,4,4,6,5,6,4,1,6,1,249,1,18,93,34,1
CR_41688,16-Oct-97,0,4,4,6,5,1,0,2,6,1,316,1,72,29,34,1
CR_54319,10-Apr-98,1,36,34,2,1,15,10,1,6,1,249,1,92,93,34,1
CR_25171,29-May-95,0,4,4,6,5,1,0,2,6,1,316,1,88,80,34,1
CR_34930,12-Oct-96,0,9,10,7,3,4,2,1,2,1,0,1,72,142,34,1
CR_125959,21-Jan-07,0,44,44,1,3,2,7,1,2,1,0,1,98,130,34,1
CR_184947,22-Nov-17,0,4,4,6,5,6,4,1,2,1,303,1,72,62,34,1
CR_11379,15-Feb-93,0,4,4,6,5,2,7,1,2,1,316,1,72,142,34,1
CR_98404,15-Mar-04,0,4,4,6,5,2,7,1,6,2,174,2,72,62,34,1
CR_133537,27-Mar-08,0,40,40,2,1,1,0,3,3,1,316,1,12,62,34,1
CR_137947,2-Sep-09,0,24,24,0,0,9,8,1,6,1,316,1,92,115,34,1
CR_50967,3-Oct-98,0,6,6,4,1,5,6,0,5,1,249,1,92,29,34,1
CR_125410,15-Sep-07,0,37,37,0,0,2,7,4,2,1,303,1,92,107,34,1
CR_6626,20-Jun-92,1,22,22,7,3,15,10,2,2,1,316,1,92,142,34,1
CR_120929,14-Jun-07,0,4,4,6,5,6,4,1,6,1,316,1,92,80,34,1
CR_52731,19-Feb-98,0,24,24,0,0,7,1,1,6,1,249,1,103,133,34,1
CR_108132,1-May-05,1,24,24,0,0,12,16,0,5,1,174,0,10,142,34,1
CR_116877,1-Aug-06,0,33,32,2,1,5,6,0,5,1,174,0,92,29,50,1
CR_45047,12-Mar-97,0,24,24,0,0,8,3,3,6,1,174,1,24,142,34,1
CR_112493,2-Feb-06,0,4,4,6,5,1,0,1,5,1,174,0,112,93,23,1
CR_156912,14-Mar-12,0,24,24,0,0,8,3,1,6,1,249,1,111,29,34,1
CR_32089,1-Jun-95,0,50,51,0,0,4,2,2,6,1,249,1,92,29,34,1
CR_36095,30-Nov-96,1,22,22,7,3,15,10,0,5,1,174,1,103,29,34,1
CR_105138,30-Jan-05,0,4,4,6,5,4,2,2,6,2,21,1,103,29,34,0
CR_87854,11-Apr-02,0,36,34,2,1,7,1,0,5,1,249,1,92,93,34,1
CR_77748,14-Mar-01,0,24,24,0,0,9,8,0,5,1,174,0,103,142,34,1
CR_59781,5-Apr-99,0,17,16,0,0,4,2,2,6,1,249,1,103,119,34,1
CR_81118,2-Jul-01,0,45,45,10,3,6,4,1,6,2,316,0,103,29,34,1
CR_4312,6-Sep-91,0,49,49,6,5,8,3,1,6,1,249,1,92,62,34,1
CR_135904,25-Apr-09,0,4,4,6,5,6,4,0,5,1,249,1,98,29,34,1
CR_191815,3-Jun-18,0,3,2,3,5,1,0,0,5,1,174,,113,93,0,1
CR_118770,17-Apr-06,7,45,45,10,3,9,8,0,5,1,174,0,98,93,23,1
CR_88571,7-Jan-02,0,44,44,1,3,2,7,0,5,1,174,0,103,29,34,1
CR_30320,16-Aug-95,1,36,34,2,1,15,10,1,2,1,249,1,92,142,34,1
CR_193670,5-Sep-18,0,16,15,0,0,4,2,1,6,1,316,1,98,62,34,1
CR_105884,9-Jan-05,0,4,4,6,5,1,0,0,5,1,174,1,112,29,34,1
CR_167237,3-May-14,0,4,4,6,5,2,7,1,6,1,316,1,97,62,34,1
CR_174817,14-May-15,0,21,23,4,1,6,4,2,6,2,249,2,92,29,34,1
CR_142399,30-Apr-10,0,4,4,6,5,4,2,1,5,1,249,1,103,93,34,1
CR_180670,3-Jun-16,0,21,23,4,1,8,3,1,6,1,174,0,92,29,23,1
CR_69783,2-Jan-00,0,33,32,2,1,7,1,0,5,1,174,0,92,93,50,1
CR_91193,11-Nov-03,0,4,4,6,5,2,7,1,6,1,249,1,72,87,34,1
CR_104371,30-Jun-04,0,49,49,6,5,5,6,1,6,1,0,1,72,103,34,1
CR_83000,1-Aug-02,0,4,4,6,5,1,0,1,6,1,316,1,24,93,34,1
CR_153028,30-Jun-11,0,37,37,0,0,6,4,2,2,1,249,1,72,142,34,1
CR_68348,25-Sep-00,7,22,22,7,3,9,8,1,6,1,174,0,112,62,23,1
CR_36683,28-May-96,0,24,24,0,0,7,1,0,5,1,277,1,98,133,34,1
CR_106044,19-May-05,0,4,4,6,5,3,5,0,5,1,174,1,103,80,34,1
CR_38555,12-Jun-96,1,36,34,2,1,15,10,0,5,1,249,1,92,29,34,1
CR_18843,4-Apr-94,0,4,4,6,5,2,7,0,5,1,316,1,72,29,34,1
CR_135882,3-Mar-09,0,4,4,6,5,4,2,2,3,1,316,1,72,29,34,1
CR_39372,8-Nov-96,7,37,37,0,0,9,8,0,5,1,174,1,112,133,34,1
CR_172012,9-Jan-14,0,48,47,4,1,6,4,0,5,1,174,1,103,119,34,1
CR_73757,22-Feb-01,0,4,4,6,5,1,0,1,6,1,249,1,98,80,34,1
CR_26021,25-Feb-95,0,4,4,6,5,2,7,1,5,1,249,1,84,130,34,1
CR_68976,25-Apr-00,0,25,25,9,0,3,5,1,6,2,179,1,112,119,39,0
CR_198365,3-Aug-18,0,49,49,6,5,2,7,1,2,1,303,1,72,140,34,1
CR_14807,5-Jul-93,0,33,32,2,1,7,1,2,6,2,249,2,98,29,34,1
CR_160017,17-Jul-12,0,44,44,1,3,2,7,1,5,1,249,1,103,29,34,1
CR_193644,4-Sep-18,0,15,14,3,5,6,4,1,6,1,316,1,113,29,34,1
CR_4396,30-Dec-91,0,49,49,6,5,2,7,2,6,1,249,1,72,29,34,1
CR_194088,7-Aug-18,3,19,19,1,3,9,8,1,6,1,208,0,72,0,48,1
CR_196399,12-Nov-18,0,36,34,2,1,1,0,1,5,1,174,,92,93,0,1
CR_186266,21-Feb-17,0,9,10,7,3,4,2,0,5,1,174,1,92,93,34,1
CR_187081,30-Jan-17,5,19,19,1,3,14,14,0,5,1,127,1,103,0,34,1
CR_88702,20-Aug-02,0,45,45,10,3,8,3,2,6,2,316,0,12,103,34,1
CR_55173,30-Apr-98,0,37,37,0,0,3,5,1,6,3,249,3,72,29,34,1
CR_116653,26-Sep-06,0,33,32,2,1,7,1,1,6,1,249,1,59,62,34,1
CR_32094,3-Dec-95,0,50,51,0,0,7,1,1,6,1,0,1,103,29,34,1
CR_2918,23-Dec-91,0,36,34,2,1,1,0,1,2,1,249,1,92,80,34,1
CR_169775,26-Jun-14,0,30,35,7,3,3,5,0,5,1,174,1,103,29,34,1
CR_38771,25-Aug-96,0,36,34,2,1,1,0,0,5,1,303,1,92,29,34,1
CR_124410,25-Mar-07,0,33,32,2,1,6,4,0,5,1,174,0,92,93,43,1
CR_99455,25-Mar-04,0,16,15,0,0,1,0,1,2,1,316,1,112,80,34,1
CR_157534,11-Apr-12,0,25,25,9,0,6,4,1,6,1,316,1,103,80,34,1
CR_108161,7-Apr-05,1,24,24,0,0,15,10,1,5,1,74,0,116,0,34,1
CR_97478,14-Nov-04,0,4,4,6,5,5,6,1,6,2,316,2,116,29,34,1
CR_116471,7-Jan-06,0,33,32,2,1,9,8,1,6,1,249,1,59,29,34,1
CR_20259,10-Sep-94,1,22,22,7,3,15,10,0,5,1,174,0,103,93,48,1
CR_183965,16-May-16,0,48,47,4,1,7,1,1,6,1,313,0,67,142,0,1
CR_31856,13-Mar-95,1,49,49,6,5,15,10,1,6,1,249,1,12,62,34,1
CR_163080,7-May-13,0,21,23,4,1,6,4,0,5,1,325,1,103,142,34,1
CR_49865,27-Jan-98,7,4,4,6,5,9,8,0,5,2,249,2,112,119,34,1
CR_26834,14-Mar-95,0,14,17,9,0,7,1,1,6,1,316,1,24,29,34,1
CR_71431,26-Aug-00,0,44,44,1,3,2,7,0,5,1,277,0,103,115,34,1
CR_656,10-Aug-91,0,21,23,4,1,2,7,2,6,1,316,1,92,142,34,1
CR_144675,31-May-10,0,24,24,0,0,2,7,2,2,1,0,1,72,62,34,1
CR_21722,2-Feb-94,0,36,34,2,1,4,2,1,6,1,249,1,92,29,34,1
CR_130060,25-Jul-08,0,21,23,4,1,2,7,1,2,1,249,1,103,142,34,1
CR_30960,13-Nov-95,0,40,40,2,1,5,6,1,5,1,249,1,103,29,34,1
CR_132124,24-Jul-08,0,33,32,2,1,8,3,0,5,1,174,0,34,133,0,1
CR_32257,8-Dec-96,0,3,2,3,5,1,0,0,5,1,316,1,72,62,34,1
CR_184635,1-Jan-17,0,3,2,3,5,1,0,1,2,1,249,1,103,142,34,1
CR_51236,26-May-98,0,9,10,7,3,5,6,1,6,1,174,0,18,29,46,1
CR_91827,28-Apr-03,0,9,10,7,3,3,5,3,2,1,316,1,72,142,34,1
CR_57336,30-Aug-99,0,4,4,6,5,1,0,2,6,1,316,1,72,29,34,1
CR_140964,18-Nov-09,0,45,45,10,3,7,1,1,6,1,316,1,72,29,34,1
CR_37517,17-Apr-96,0,33,32,2,1,7,1,1,6,1,249,1,72,29,34,1
CR_188597,10-Jun-17,0,30,35,7,3,2,7,0,5,1,316,1,103,80,34,1
CR_150239,23-Nov-11,0,18,18,9,0,7,1,0,5,1,174,0,72,29,23,1
CR_14172,10-May-93,0,24,24,0,0,5,6,1,6,1,249,1,48,77,34,1
CR_84484,1-Jun-02,0,9,10,7,3,4,2,1,6,1,316,1,98,107,34,1
CR_13765,10-Oct-93,0,22,22,7,3,6,4,3,6,1,174,0,112,29,23,1
CR_120476,9-Jul-07,0,4,4,6,5,8,3,0,5,1,174,1,103,80,34,1
CR_146869,18-Sep-10,0,39,39,6,5,4,2,0,5,1,174,0,92,29,43,1
CR_197992,4-Oct-18,7,47,48,7,3,9,8,0,5,1,174,0,110,29,43,1
CR_181755,2-Sep-16,1,31,36,9,0,13,18,4,5,1,316,1,12,29,34,1
CR_91840,8-Mar-03,1,9,10,7,3,11,17,1,5,1,249,1,103,29,34,1
CR_47476,18-Sep-97,0,37,37,0,0,2,7,1,2,1,249,1,103,142,34,1
CR_68373,26-Jul-00,5,22,22,7,3,15,10,0,5,1,174,0,103,93,43,1
CR_125662,17-Sep-07,7,40,40,2,1,9,8,0,5,1,174,0,112,29,43,1
CR_87550,9-Jan-02,0,36,34,2,1,1,0,0,5,2,174,1,18,133,38,0
CR_7704,1-Aug-92,0,33,32,2,1,7,1,0,5,2,316,2,72,62,34,1
CR_88729,3-Jun-02,0,45,45,10,3,7,1,1,6,1,174,0,72,29,34,1
CR_46413,25-Jul-97,0,34,33,3,5,3,5,0,5,1,174,1,98,29,34,1
CR_129173,7-Aug-08,5,8,7,7,3,16,12,0,5,1,174,1,103,29,34,1
CR_152968,23-Jun-11,1,37,37,0,0,16,12,0,5,1,328,1,92,25,34,1
CR_9767,2-May-92,0,39,39,6,5,3,5,2,6,2,249,2,72,29,34,1
CR_92780,24-Jul-03,0,21,23,4,1,7,1,1,6,1,0,0,72,142,34,1
CR_92617,28-May-03,0,21,23,4,1,5,6,1,6,1,295,0,72,142,48,1
CR_24148,8-Jul-94,1,49,49,6,5,15,10,0,5,1,249,1,103,93,34,1
CR_129863,11-May-08,0,21,23,4,1,9,8,0,5,1,249,1,92,29,34,1
CR_187281,21-Mar-17,0,21,23,4,1,5,6,0,5,1,174,0,112,93,0,1
CR_188140,1-Mar-17,3,24,24,0,0,9,8,0,5,1,174,0,2,87,0,1
CR_76391,23-Jul-01,1,19,19,1,3,15,10,0,5,1,174,0,18,138,46,1
CR_152016,3-Feb-11,0,33,32,2,1,4,2,1,6,1,249,1,112,103,34,1
CR_119820,15-Sep-07,0,4,4,6,5,5,6,0,5,1,249,1,103,80,34,1
CR_78038,17-Sep-01,0,26,27,9,0,3,5,2,2,1,0,1,67,6,34,1
CR_176903,29-Jun-15,0,37,37,0,0,2,7,1,6,1,249,1,103,62,34,1
CR_137227,30-Aug-09,1,18,18,9,0,13,18,1,5,1,249,1,24,93,34,1
CR_80575,15-Dec-01,0,41,41,4,1,5,6,1,2,1,316,1,42,142,34,1
CR_191664,8-Jun-17,0,51,50,7,3,8,3,1,6,1,218,0,67,142,48,1
CR_102920,15-Jul-04,0,37,37,0,0,3,5,1,2,1,249,1,34,62,34,1
CR_49889,28-Sep-98,7,4,4,6,5,9,8,0,5,1,249,1,103,119,34,1
CR_136264,26-Jun-09,0,4,4,6,5,5,6,0,5,4,179,2,103,62,34,0
CR_168581,20-Jan-14,1,19,19,1,3,12,16,0,5,1,303,1,67,142,34,1
CR_150689,21-Mar-11,0,21,23,4,1,2,7,3,2,1,0,1,92,142,34,1
CR_142943,17-Aug-10,0,4,4,6,5,5,6,0,5,1,174,1,98,107,34,1
CR_137665,1-Apr-09,0,21,23,4,1,2,7,2,6,2,249,2,92,80,34,1
CR_4749,8-Oct-92,0,4,4,6,5,2,7,1,6,1,316,1,72,29,34,1
CR_65111,25-Jun-00,0,4,4,6,5,1,0,0,5,1,174,0,42,29,0,1
CR_9230,30-Oct-92,0,36,34,2,1,5,6,0,5,1,174,0,103,142,43,1
CR_88806,3-Jan-02,0,45,45,10,3,1,0,0,5,1,174,1,103,130,34,1
CR_151287,26-Apr-11,0,24,24,0,0,5,6,2,6,1,316,1,72,29,34,1
CR_67935,14-Mar-00,0,21,23,4,1,2,7,0,5,1,174,0,59,29,48,1
CR_190941,23-Mar-17,1,47,48,7,3,15,10,0,5,1,249,1,103,87,34,1
CR_157420,29-Jun-12,0,24,24,0,0,7,1,0,5,2,316,2,72,62,34,1
CR_63576,28-Jan-99,0,45,45,10,3,2,7,1,6,1,249,1,72,29,34,1
CR_52153,13-Jul-98,0,21,23,4,1,2,7,1,6,1,249,1,103,29,34,1
CR_149437,6-Sep-11,0,4,4,6,5,4,2,1,6,1,174,1,92,93,34,1
CR_94591,7-Mar-03,0,35,30,3,5,1,0,0,5,1,174,1,103,130,34,1
CR_53601,8-Oct-98,0,33,32,2,1,8,3,1,6,1,174,0,112,29,43,1
CR_2612,23-Jun-91,0,36,34,2,1,1,0,0,2,1,303,1,92,62,34,1
CR_147018,23-Feb-10,7,41,41,4,1,9,8,0,5,1,174,0,112,93,23,1
CR_62539,28-Sep-99,0,36,34,2,1,1,0,0,5,1,174,0,103,93,43,1
CR_121309,10-Jan-07,0,6,6,4,1,4,2,1,6,2,179,1,103,29,34,0
CR_183386,14-Jul-16,0,41,41,4,1,6,4,0,5,1,174,0,18,87,46,1
CR_42071,15-Apr-97,0,4,4,6,5,5,6,3,6,2,0,2,72,130,34,1
CR_148609,2-Aug-11,0,4,4,6,5,6,4,1,6,1,303,1,103,62,34,1
CR_131089,31-Jul-08,7,26,27,9,0,9,8,0,5,1,174,0,112,29,43,1
CR_77744,19-Jul-01,0,24,24,0,0,7,1,1,6,1,236,0,109,62,34,1
CR_90283,27-Sep-03,0,4,4,6,5,3,5,0,5,1,174,1,103,142,34,1
CR_133047,20-Jun-08,1,37,37,0,0,16,12,1,5,3,249,3,84,29,34,1
CR_142737,19-Oct-10,0,4,4,6,5,2,7,2,2,1,0,1,72,62,34,1
CR_47207,20-Aug-97,1,36,34,2,1,15,10,1,6,1,174,1,92,93,34,1
